stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.00000] opening C:\Users\barre\source\repos\PI_2_Tainlandia\x64\Debug\allegro5.cfg r
dtor     D               dtor.c:196  _al_register_destructor          [   0.20887] added dtor for sub_bitmap 0000024D07FE1E30, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.20903] added dtor for sub_bitmap 0000024D07FE2020, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.20919] added dtor for sub_bitmap 0000024D07FE2210, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.20936] added dtor for sub_bitmap 0000024D07FE42B0, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.20951] added dtor for sub_bitmap 0000024D07FE3900, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.20966] added dtor for sub_bitmap 0000024D07FE4C60, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.20981] added dtor for sub_bitmap 0000024D07FE5230, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.20999] added dtor for sub_bitmap 0000024D07FE44A0, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21012] added dtor for sub_bitmap 0000024D07FE4A70, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21027] added dtor for sub_bitmap 0000024D07FE5040, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21042] added dtor for sub_bitmap 0000024D07FE4690, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21058] added dtor for sub_bitmap 0000024D07FE4E50, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21074] added dtor for sub_bitmap 0000024D07FE3AF0, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21093] added dtor for sub_bitmap 0000024D07FE3ED0, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21108] added dtor for sub_bitmap 0000024D07FE3520, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21123] added dtor for sub_bitmap 0000024D07FE3710, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21136] added dtor for sub_bitmap 0000024D07FE40C0, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21151] added dtor for sub_bitmap 0000024D07FE4880, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21168] added dtor for sub_bitmap 0000024D07FE3CE0, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21186] added dtor for sub_bitmap 0000024D07FE8060, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21203] added dtor for sub_bitmap 0000024D07FE6EF0, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21218] added dtor for sub_bitmap 0000024D07FE7A90, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21234] added dtor for sub_bitmap 0000024D07FE72D0, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21250] added dtor for sub_bitmap 0000024D07FE7C80, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21265] added dtor for sub_bitmap 0000024D07FE78A0, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21279] added dtor for sub_bitmap 0000024D07FE8250, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21295] added dtor for sub_bitmap 0000024D07FE6730, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21309] added dtor for sub_bitmap 0000024D07FE7E70, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21328] added dtor for sub_bitmap 0000024D07FE74C0, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21345] added dtor for sub_bitmap 0000024D07FE6920, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21362] added dtor for sub_bitmap 0000024D07FE6540, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21448] added dtor for sub_bitmap 0000024D07FE6B10, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21543] added dtor for sub_bitmap 0000024D07FE6D00, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21589] added dtor for sub_bitmap 0000024D07FE70E0, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21611] added dtor for sub_bitmap 0000024D07FE76B0, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21630] added dtor for sub_bitmap 0000024D07FE9F30, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21646] added dtor for sub_bitmap 0000024D07FEA8E0, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21661] added dtor for sub_bitmap 0000024D07FE9960, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21676] added dtor for sub_bitmap 0000024D07FEACC0, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21693] added dtor for sub_bitmap 0000024D07FEAAD0, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21709] added dtor for sub_bitmap 0000024D07FEB670, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21724] added dtor for sub_bitmap 0000024D07FEA6F0, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21739] added dtor for sub_bitmap 0000024D07FEAEB0, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21755] added dtor for sub_bitmap 0000024D07FEB0A0, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21770] added dtor for sub_bitmap 0000024D07FEB290, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21787] added dtor for sub_bitmap 0000024D07FEA120, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21811] added dtor for sub_bitmap 0000024D07FE9B50, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21826] added dtor for sub_bitmap 0000024D07FEA310, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21843] added dtor for sub_bitmap 0000024D07FE9D40, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21859] added dtor for sub_bitmap 0000024D07FEA500, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21875] added dtor for sub_bitmap 0000024D07FEB480, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21895] added dtor for sub_bitmap 0000024D07FEE4A0, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21911] added dtor for sub_bitmap 0000024D07FED140, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21928] added dtor for sub_bitmap 0000024D07FEDAF0, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21945] added dtor for sub_bitmap 0000024D07FECB70, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21960] added dtor for sub_bitmap 0000024D07FEDED0, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21976] added dtor for sub_bitmap 0000024D07FEE0C0, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21995] added dtor for sub_bitmap 0000024D07FED900, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22012] added dtor for sub_bitmap 0000024D07FEDCE0, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22028] added dtor for sub_bitmap 0000024D07FECD60, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22043] added dtor for sub_bitmap 0000024D07FED520, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22058] added dtor for sub_bitmap 0000024D07FECF50, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22073] added dtor for sub_bitmap 0000024D07FED330, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22090] added dtor for sub_bitmap 0000024D07FEE2B0, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22105] added dtor for sub_bitmap 0000024D07FED710, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22120] added dtor for sub_bitmap 0000024D07FEE690, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22135] added dtor for sub_bitmap 0000024D07FEC980, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22152] added dtor for sub_bitmap 0000024D07FEFA60, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22168] added dtor for sub_bitmap 0000024D07FEF870, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22205] added dtor for sub_bitmap 0000024D07FEFC50, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22222] added dtor for sub_bitmap 0000024D07FEF0B0, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22237] added dtor for sub_bitmap 0000024D07FEF680, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22267] added dtor for sub_bitmap 0000024D07FF07F0, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22287] added dtor for sub_bitmap 0000024D07FF09E0, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22302] added dtor for sub_bitmap 0000024D07FEEEC0, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22318] added dtor for sub_bitmap 0000024D07FEF2A0, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22333] added dtor for sub_bitmap 0000024D07FEF490, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22349] added dtor for sub_bitmap 0000024D07FEFE40, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22364] added dtor for sub_bitmap 0000024D07FF0030, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22380] added dtor for sub_bitmap 0000024D07FF0220, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22397] added dtor for sub_bitmap 0000024D07FF0410, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22413] added dtor for sub_bitmap 0000024D07FF0600, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22429] added dtor for sub_bitmap 0000024D07FEECD0, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22447] added dtor for sub_bitmap 0000024D07FF6150, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22463] added dtor for sub_bitmap 0000024D07FF3C80, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22478] added dtor for sub_bitmap 0000024D07FF6340, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22496] added dtor for sub_bitmap 0000024D07FF4630, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22512] added dtor for sub_bitmap 0000024D07FF2EF0, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22528] added dtor for sub_bitmap 0000024D07FF6530, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22543] added dtor for sub_bitmap 0000024D07FF5B80, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22559] added dtor for sub_bitmap 0000024D07FF2D00, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22576] added dtor for sub_bitmap 0000024D07FF55B0, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22594] added dtor for sub_bitmap 0000024D07FF4820, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22609] added dtor for sub_bitmap 0000024D07FF36B0, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22625] added dtor for sub_bitmap 0000024D07FF57A0, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22641] added dtor for sub_bitmap 0000024D07FF38A0, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22656] added dtor for sub_bitmap 0000024D07FF30E0, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22671] added dtor for sub_bitmap 0000024D07FF32D0, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22687] added dtor for sub_bitmap 0000024D07FF4060, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22705] added dtor for sub_bitmap 0000024D07FF5D70, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22720] added dtor for sub_bitmap 0000024D07FF6720, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22737] added dtor for sub_bitmap 0000024D07FF4FE0, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22753] added dtor for sub_bitmap 0000024D07FF6910, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22769] added dtor for sub_bitmap 0000024D07FF53C0, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22786] added dtor for sub_bitmap 0000024D07FF4440, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22803] added dtor for sub_bitmap 0000024D07FF51D0, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22819] added dtor for sub_bitmap 0000024D07FF4250, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22834] added dtor for sub_bitmap 0000024D07FF3E70, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22849] added dtor for sub_bitmap 0000024D07FF4A10, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22864] added dtor for sub_bitmap 0000024D07FF34C0, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22880] added dtor for sub_bitmap 0000024D07FF3A90, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22897] added dtor for sub_bitmap 0000024D07FF4C00, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22914] added dtor for sub_bitmap 0000024D07FF5990, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22929] added dtor for sub_bitmap 0000024D07FF4DF0, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22944] added dtor for sub_bitmap 0000024D07FF5F60, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22962] added dtor for sub_bitmap 0000024D07FF8100, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22978] added dtor for sub_bitmap 0000024D07FF86D0, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.22995] added dtor for sub_bitmap 0000024D07FF9270, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.23011] added dtor for sub_bitmap 0000024D07FF8CA0, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.23027] added dtor for sub_bitmap 0000024D07FF82F0, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.23042] added dtor for sub_bitmap 0000024D07FF8E90, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.23057] added dtor for sub_bitmap 0000024D07FF9840, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.23073] added dtor for sub_bitmap 0000024D07FF9080, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.23088] added dtor for sub_bitmap 0000024D07FFB550, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.23104] added dtor for sub_bitmap 0000024D07FF7D20, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.23118] added dtor for sub_bitmap 0000024D07FFABA0, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.23135] added dtor for sub_bitmap 0000024D07FF7F10, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.23151] added dtor for sub_bitmap 0000024D07FF9E10, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.23166] added dtor for sub_bitmap 0000024D07FF84E0, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.23182] added dtor for sub_bitmap 0000024D07FFA000, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.23198] added dtor for sub_bitmap 0000024D07FF9460, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.23214] added dtor for sub_bitmap 0000024D07FFA7C0, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.23231] added dtor for sub_bitmap 0000024D07FFA5D0, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.23248] added dtor for sub_bitmap 0000024D07FF9650, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.23264] added dtor for sub_bitmap 0000024D07FF9A30, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.23279] added dtor for sub_bitmap 0000024D07FFB740, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.23295] added dtor for sub_bitmap 0000024D07FF88C0, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.23310] added dtor for sub_bitmap 0000024D07FF8AB0, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.23324] added dtor for sub_bitmap 0000024D07FF9C20, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.23344] added dtor for sub_bitmap 0000024D07FFA1F0, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.23359] added dtor for sub_bitmap 0000024D07FFA3E0, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.23374] added dtor for sub_bitmap 0000024D07FFA9B0, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.23401] added dtor for sub_bitmap 0000024D07FFAD90, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.23420] added dtor for sub_bitmap 0000024D07FFAF80, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.23442] added dtor for sub_bitmap 0000024D07FFB170, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.23541] added dtor for sub_bitmap 0000024D07FFB360, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.23716] added dtor for sub_bitmap 0000024D07FFB930, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.23756] added dtor for sub_bitmap 0000024D08192BA0, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.23781] added dtor for sub_bitmap 0000024D08193360, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.23804] added dtor for sub_bitmap 0000024D08193930, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.23824] added dtor for sub_bitmap 0000024D08193550, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.23843] added dtor for sub_bitmap 0000024D081927C0, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.23859] added dtor for sub_bitmap 0000024D08190CA0, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.23875] added dtor for sub_bitmap 0000024D08191650, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.23893] added dtor for sub_bitmap 0000024D081906D0, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.23909] added dtor for sub_bitmap 0000024D08193740, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.23931] added dtor for sub_bitmap 0000024D08192000, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.23946] added dtor for sub_bitmap 0000024D08192F80, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.23964] added dtor for sub_bitmap 0000024D08193B20, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.23979] added dtor for sub_bitmap 0000024D081929B0, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.24001] added dtor for sub_bitmap 0000024D08190100, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.24017] added dtor for sub_bitmap 0000024D08193D10, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.24035] added dtor for sub_bitmap 0000024D081925D0, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.24052] added dtor for sub_bitmap 0000024D081904E0, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.24072] added dtor for sub_bitmap 0000024D08191C20, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.24093] added dtor for sub_bitmap 0000024D08193170, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.24114] added dtor for sub_bitmap 0000024D081902F0, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.24132] added dtor for sub_bitmap 0000024D08191840, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.24150] added dtor for sub_bitmap 0000024D081908C0, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.24166] added dtor for sub_bitmap 0000024D08190AB0, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.24184] added dtor for sub_bitmap 0000024D08190E90, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.24202] added dtor for sub_bitmap 0000024D08191080, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.24218] added dtor for sub_bitmap 0000024D08191270, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.24239] added dtor for sub_bitmap 0000024D08192D90, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.24255] added dtor for sub_bitmap 0000024D08191460, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.24273] added dtor for sub_bitmap 0000024D08191A30, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.24293] added dtor for sub_bitmap 0000024D08191E10, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.24309] added dtor for sub_bitmap 0000024D081923E0, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.24332] added dtor for sub_bitmap 0000024D081921F0, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.24356] added dtor for sub_bitmap 0000024D08196E90, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.24376] added dtor for sub_bitmap 0000024D081964E0, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.24400] added dtor for sub_bitmap 0000024D08196100, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.24419] added dtor for sub_bitmap 0000024D081987C0, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.24438] added dtor for sub_bitmap 0000024D08197A30, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.24453] added dtor for sub_bitmap 0000024D08197460, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.24471] added dtor for sub_bitmap 0000024D08197270, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.24495] added dtor for sub_bitmap 0000024D08195F10, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.24513] added dtor for sub_bitmap 0000024D081981F0, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.24533] added dtor for sub_bitmap 0000024D08198F80, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.24555] added dtor for sub_bitmap 0000024D081989B0, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.24577] added dtor for sub_bitmap 0000024D081966D0, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.24595] added dtor for sub_bitmap 0000024D08198BA0, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.24615] added dtor for sub_bitmap 0000024D08199170, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.24632] added dtor for sub_bitmap 0000024D081983E0, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.24648] added dtor for sub_bitmap 0000024D08195560, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.24667] added dtor for sub_bitmap 0000024D08197E10, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.24687] added dtor for sub_bitmap 0000024D08195750, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.24710] added dtor for sub_bitmap 0000024D08195940, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.24730] added dtor for sub_bitmap 0000024D08198000, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.24747] added dtor for sub_bitmap 0000024D08195D20, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.24767] added dtor for sub_bitmap 0000024D08197650, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.24784] added dtor for sub_bitmap 0000024D08198D90, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.24805] added dtor for sub_bitmap 0000024D08195B30, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.24828] added dtor for sub_bitmap 0000024D08197080, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.24844] added dtor for sub_bitmap 0000024D081962F0, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.24862] added dtor for sub_bitmap 0000024D081968C0, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.24881] added dtor for sub_bitmap 0000024D08196AB0, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.24898] added dtor for sub_bitmap 0000024D08196CA0, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.24914] added dtor for sub_bitmap 0000024D08197840, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.24931] added dtor for sub_bitmap 0000024D08197C20, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.24953] added dtor for sub_bitmap 0000024D081985D0, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.24979] added dtor for sub_bitmap 0000024D0819D4A0, func 00007FFE4649118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.24999] added dtor for sub_bitmap 0000024D081A12A0, func 00007FFE4649118B
